MOF_name,data_set,split,water_label,4_class_water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
SIFSIX-3-Zn,WS14s,train,0,2,0,0,0,4.3817,3.86215,4.36953,982.952,624.548,0.2706,0.171933971,0.2706,0.0,0.171934,0.0,0.06,0.0,0.0,0.666666667,0.0,0.0,0.666666667,0.0,0.0,4.474666667,0.0,0.0,-0.277333333,0.0,0.0,-0.176666667,0.48,0.506666667,-3.0,0.0,1.333333333,-0.333333333,9.333333333,8.0,-16.38666667,-1.342813333,3.857186667,1.346666667,1.773333333,1.12,0.333333333,0.666666667,1.333333333,0.0,0.224133333,0.549066667,0.672133333,0.0,2.666666667,4.0,1.333333333,0.0,34.66666667,84.0,108.0,0.0,96.48269333,93.00133333,18.65013333,0.0,4.464773333,5.041333333,21.12053333,0.0,1.666666667,4.333333333,2.0,0.543033333,1.044533333,1.980166667,0.745,3.0,10.0,12.33333333,5.333333333,59.66666667,98.0,200.3333333,42.0,41.1692,157.994,179.276152,80.97681867,11.4412,12.85666667,45.654,15.0784,3.44,4.47,9.92,20.0,24.0,60.0,134.0,208.0,316.0,-10.22,-7.45,-13.72,16.0,40.0,72.0,80.0,11.0631,28.858,49.4398,47.6776,116.0,336.0,556.0,400.0,1742.0,4224.0,6438.0,4144.0,126.9997,272.696,585.8092,671.06,6.0,9.0,12.0,1.7161,5.7902,9.5892,7.598,36.0,96.0,180.0,72.0,900.0,1380.0,1860.0,1320.0,2.7225,33.198,36.795,55.308,9.0,17.33333333,28.66666667,17.33333333,4.152866667,9.474933333,12.70153333,5.6956,46.0,96.0,92.66666667,58.66666667,391.3333333,856.0,1199.333333,233.3333333,75.45293333,118.852,282.6773333,108.1581333
SENWAL,WS24s,train,0,1,0,0,0,8.65122,7.37341,8.64593,2392.97,3269.69,0.7565,1.033660579,0.7565,0.0,1.03366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,1.74,1.62,3.36,3.0,0.0,3.0,66.0,72.0,138.0,-5.37,-2.7,-8.07,11.0,24.0,30.0,36.0,8.4083,18.2208,21.6966,24.966,54.0,120.0,144.0,168.0,2292.0,3456.0,3312.0,4032.0,95.9541,173.376,263.4948,278.64,3.0,3.0,6.0,1.7161,2.8689,3.0261,5.895,9.0,18.0,27.0,45.0,900.0,720.0,540.0,1260.0,2.7225,17.028,12.6225,29.6505,18.0,36.0,54.0,66.0,8.9442,19.1268,27.591,31.0002,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.213
JALLOA,WS24s,train,0,2,0,0,0,21.13768,18.34445,21.13768,1114.83,1476.01,0.7906,1.046733624,0.7858,0.0048,1.04038,0.00635507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017142857,-0.017142857,-0.034285714,-0.857142857,-0.857142857,-0.857142857,0.857142857,0.857142857,1.714285714,-2.571428571,-2.571428571,-5.142857143,0.381428571,0.381428571,0.762857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571429,0.857142857,0.857142857,0.5329,0.2409,0.469285714,0.4818,0.428571429,1.285714286,1.714285714,1.714285714,64.0,20.57142857,48.0,41.14285714,28.09,25.66714286,37.70571429,51.33428571,11.8336,3.759428571,8.830971429,7.518857143,5.4,1.72,12.52,20.0,6.0,50.0,300.0,104.0,704.0,-13.92,-2.86,-30.7,32.0,96.0,216.0,240.0,30.1568,99.1632,183.4152,225.3072,360.0,1248.0,2256.0,2544.0,21680.0,34560.0,99840.0,71424.0,283.2134,487.9296,2086.6944,1396.9152,6.0,6.0,14.0,2.6569,7.1394,13.1378,16.789,36.0,96.0,180.0,204.0,3364.0,2784.0,14152.0,6264.0,1.2544,23.1168,10.7296,51.9456,15.0,30.0,42.0,42.0,8.5335,17.4174,24.1722,24.1626,72.0,162.0,192.0,192.0,708.0,1224.0,1824.0,1800.0,129.5241,222.309,332.3256,327.573
ESAROH,WS24s,train,0,2,0,0,0,4.75347,3.71612,4.73375,805.235,588.836,0.1723,0.125996344,0.1723,0.0,0.125996,0.0,-0.026666667,0.326666667,0.806666667,-0.333333333,1.0,2.0,1.333333333,8.666666667,18.0,-5.2,-6.90711,-7.049923333,0.653333333,2.116666667,3.83,-0.04,0.086666667,0.313333333,-2.0,-2.333333333,-3.0,2.0,4.0,9.333333333,-6.6,-5.635703333,-7.70711,0.92,1.2,2.353333333,1.0,2.333333333,4.333333333,5.666666667,0.552633333,1.3225,2.172366667,2.542233333,6.333333333,18.0,28.0,30.33333333,54.0,109.6666667,160.6666667,169.6666667,45.87,155.8933333,264.9559473,314.3160993,10.1056,20.38826667,35.16826667,43.82586667,1.333333333,2.666666667,3.0,0.542766667,0.759733333,1.395,1.411966667,2.0,6.0,10.0,11.33333333,59.0,60.0,121.3333333,99.0,36.98,95.67333333,143.7708713,168.952614,10.9696,11.016,24.21493333,23.552,2.88,3.24,7.06,14.0,12.0,29.0,111.0,144.0,284.0,-8.55,-5.4,-14.5,20.0,44.0,76.0,112.0,13.5636,32.8444,52.3932,69.5088,120.0,308.0,428.0,512.0,2698.0,5784.0,7408.0,8352.0,170.617,313.248,672.9868,916.608,5.0,6.0,12.0,1.7161,4.8077,6.0522,11.3446,25.0,55.0,90.0,155.0,900.0,1170.0,1080.0,2280.0,2.7225,27.72,25.245,56.595,38.5,79.0,134.0,170.0,15.59545,37.0467,55.8834,63.805,213.0,533.0,735.0,792.0,1040.0,2165.0,3151.0,3318.0,260.28155,530.7218,887.5513,1088.1021
Bio-MOF-13,WS14s,train,1,3,0,0,0,5.28878,3.11699,5.27339,1072.67,803.583,0.1993,0.149304047,0.1993,0.0,0.149304,0.0,0.21,0.102,0.21,0.6,0.0,0.6,4.5,2.4,4.5,-1.774266,-1.472133,-1.774266,0.945,0.546,0.945,-0.04,0.196,0.229,-2.0,-1.325,-2.375,2.0,5.2,6.675,-7.08,-3.784266,-4.94515475,0.944,1.252,1.647,0.6,1.5,1.8,2.1,0.3375,0.68625,0.936,1.02375,3.9,8.1,9.9,11.4,29.4,42.0,71.4,71.4,32.856,95.2695684,109.4617842,128.1255684,5.54496,10.9896,14.97504,16.53456,1.6,3.2,2.725,0.55066,0.91784,1.629,1.3326625,2.8,8.4,11.925,10.9,55.0,69.6,131.6,97.8,44.092,124.3,176.8595684,151.9785702,10.2784,12.8112,27.69824,22.59048,2.59,3.92,9.22,12.0,16.0,39.375,98.0,168.0,342.0,-6.6,-5.36,-13.9,14.0,26.0,42.0,64.0,9.0841,18.5276,30.0914,36.5288,68.0,174.0,220.0,164.0,1292.0,2694.0,3902.0,2856.0,106.9464,188.272,320.327,524.688,5.0,8.0,16.0,1.5876,4.6746,7.7616,13.7844,25.0,65.0,120.0,203.125,729.0,999.0,1296.0,2430.0,3.5344,30.08,38.352,82.6824,13.21875,26.6875,41.125,41.8125,5.321646875,12.27926875,16.7805625,14.90833125,68.5625,162.125,196.9375,160.1875,353.71875,718.875,966.0625,771.375,89.4576,181.744875,277.394875,271.974675
BUQWER,WS24s,train,0,2,0,0,0,5.03315,4.14836,5.03315,1283.13,1015.76,0.2756,0.218172607,0.2756,0.0,0.218172,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,-0.04,0.34,0.13,-2.0,-1.0,-2.5,2.0,8.0,6.0,-6.9,-4.00711,-8.453555,0.935,1.775,1.8,1.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,1.5,3.0,2.5,0.5477,0.85855,1.4025,1.27835,2.5,7.5,10.0,10.0,56.5,66.0,105.0,93.5,41.425,113.565,160.962614,160.186307,10.5376,12.138,24.7428,19.868,2.56,3.66,9.0,6.0,6.0,24.0,86.0,138.0,292.0,-5.36,-3.9,-8.18,11.0,20.0,28.0,36.0,7.6526,15.038,21.6936,20.482,48.0,112.0,126.0,88.0,1283.0,2268.0,2906.0,1632.0,84.7754,146.352,209.9612,299.472,4.0,6.0,12.0,1.9044,4.0848,6.3756,10.4328,16.0,40.0,72.0,96.0,841.0,870.0,1044.0,1624.0,3.61,24.624,29.07,58.862,13.0,26.0,38.0,42.0,5.7333,12.7666,17.2678,16.595,64.0,150.0,190.0,164.0,397.0,768.0,1020.0,894.0,91.2838,176.001,261.8652,273.915
MIMJEX,WS24s,train,1,3,0,0,0,4.50746,2.93315,4.37345,871.663,663.865,0.1815,0.138232001,0.1815,0.0,0.138232,0.0,-0.04,0.464,0.872,-0.8,0.8,5.6,2.0,11.8,16.4,-7.08,-7.049954,-0.137064,0.944,2.734,2.96,-0.02,0.252,0.82,-1.8,-3.0,-1.6,1.0,7.4,14.0,-3.9,-7.825688,3.244358,0.49,1.946,2.24,0.8,2.2,4.8,6.4,0.44408,1.25534,2.32192,2.91584,6.2,19.4,35.0,34.8,42.2,99.0,164.2,212.4,38.474,157.156,279.3057148,317.1222736,7.91168,18.35616,38.61952,52.50144,1.8,3.4,4.6,0.5625,1.0275,1.7235,1.9725,3.4,10.0,18.4,19.8,49.0,81.2,114.8,127.4,54.76,127.428,244.0940912,227.8877508,9.2416,15.14528,25.5056,35.70176,1.855,3.375,7.065,2.5,4.0,9.5,140.0,263.5,486.5,-3.885,-5.5,-6.08,13.0,24.0,35.0,37.0,7.8716,15.5851,23.0296,20.6506,59.0,131.0,145.0,124.0,2673.0,2945.0,4704.0,1794.0,97.0653,174.1165,238.4421,303.1455,3.5,6.5,11.5,1.6384,3.36,6.3296,9.7984,12.5,35.5,67.0,109.5,2209.0,1151.5,1974.0,2538.0,3.7249,20.5352,34.82685,54.57075,74.0,160.0,268.0,330.0,29.7098,75.2184,116.1548,129.769,428.0,1092.0,1632.0,1802.0,1826.0,4428.0,6508.0,6916.0,474.8414,1082.8572,1820.4592,2206.8586
OSAWEL,WS24s,train,0,1,0,0,0,5.275,4.57502,5.275,1656.85,1374.06,0.3805,0.315555519,0.3805,0.0,0.315556,0.0,0.16,-0.04,0.12,0.0,-1.0,-1.0,4.5,2.0,6.5,-2.603555,-6.0,-8.603555,1.065,0.89,1.955,-0.04,-0.046666667,-0.026666667,-2.0,-2.333333333,-4.333333333,2.0,2.333333333,5.5,-6.0,-7.0,-12.86785167,0.89,1.038333333,2.135,0.5,1.0,1.0,2.0,0.26645,0.4161,0.5621,0.9782,2.0,4.0,6.0,10.0,32.0,28.0,48.0,76.0,14.045,41.8888415,59.89,101.7788415,5.9168,8.17,8.772,16.942,1.0,2.0,2.333333333,0.5329,0.5621,1.099866667,1.2629,1.0,3.0,4.333333333,6.666666667,64.0,48.0,109.3333333,105.3333333,28.09,59.89,93.28,133.7429472,11.8336,8.772,20.09533333,20.26733333,5.88,6.04,8.62,21.0,20.0,30.0,72.0,89.0,118.0,-14.64,-8.95,-17.51,20.0,48.0,92.0,120.0,15.0084,42.2816,68.8924,72.5912,152.0,456.0,686.0,624.0,1658.0,4832.0,7272.0,6752.0,169.031,288.272,817.9232,943.248,6.0,7.0,9.0,2.9241,7.4898,10.1403,11.5767,36.0,90.0,132.0,144.0,400.0,960.0,1020.0,1240.0,1.0,20.64,15.95,26.51,17.0,34.0,50.0,62.0,8.3513,17.9114,25.8322,29.6782,84.0,202.0,274.0,282.0,675.0,1192.0,1804.0,1976.0,137.5416,246.88,373.8364,456.683
MOF-69C,WS14s,train,0,1,0,0,0,7.05913,5.83047,7.03965,1834.62,1452.36,0.4498,0.356079797,0.4498,0.0,0.35608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,2.706666667,3.32,8.013333333,9.333333333,12.66666667,30.66666667,102.6666667,122.0,313.3333333,-8.353333333,-3.5,-22.68666667,57.0,144.0,294.0,492.0,39.3681,110.5512,213.2718,321.93,450.0,1392.0,2568.0,3456.0,10458.0,22560.0,48240.0,57984.0,486.5805,988.656,2544.363,3539.76,4.666666667,8.0,14.0,1.7161,4.462733333,9.3796,13.52793333,22.66666667,64.0,124.0,162.6666667,900.0,1120.0,3540.0,3200.0,2.7225,26.488,27.555,75.548,16.0,32.0,48.0,58.0,7.4224,16.2624,23.0448,24.6794,80.0,192.0,256.0,250.0,548.0,1008.0,1456.0,1420.0,118.7144,219.096,337.3204,385.387
Zn-slash-Co-BTEC,WS14s,train,1,3,0,0,0,4.90969,3.01137,4.89849,499.995,294.791,0.1011,0.059607334,0.1011,0.0,0.0596073,0.0,0.1625,1.625,-0.04,-1.5,6.0,-2.0,8.75,33.75,2.0,1.65,24.9268925,-6.0,0.6125,2.385,0.89,-0.1025,0.045,0.48,-2.0,-3.0,-3.5,-0.5,4.0,13.5,-8.025,-6.3267775,-7.810665,0.8825,1.3,3.195,1.0,2.0,4.5,1.0,0.667175,1.293025,1.7361,0.5621,5.0,16.5,12.5,3.0,108.25,135.5,106.25,48.0,121.825,227.975,243.3189755,59.89,9.8913,15.7083,33.1352,8.772,1.0,2.0,3.0,0.5329,0.607725,1.03295,1.2483,1.0,3.0,5.0,6.5,64.0,68.0,96.0,84.0,28.09,70.6225,89.71192075,125.6665245,11.8336,8.7978,19.1952,24.51,2.75,2.425,6.605,15.0,11.0,32.0,101.0,106.0,258.5,-8.26,-3.825,-14.715,70.0,148.0,272.0,328.0,33.637,86.3696,139.0972,178.4316,420.0,1044.0,1492.0,1792.0,5694.0,12656.0,19076.0,21712.0,500.1996,999.6096,2133.1616,2423.648,5.0,6.0,12.0,1.65185,4.672,6.7361,11.28015,26.0,57.0,102.0,149.0,814.5,1128.0,1791.0,2334.0,3.12845,30.7536,25.9272,63.7566,20.0,40.0,60.0,74.0,10.466,21.9912,32.1372,37.961,100.0,240.0,332.0,378.0,874.0,1512.0,2336.0,2568.0,169.3738,292.842,461.9708,539.529
ESARUN,WS24s,train,0,2,0,0,0,6.08793,3.97207,5.72782,1565.7,1370.76,0.3422,0.299594645,0.3422,0.0,0.299593,0.0,-0.04,0.608571429,0.537142857,-1.0,2.571428571,0.714285714,2.0,12.42857143,12.42857143,-7.285714286,-2.626474286,-5.35403,0.954285714,2.451428571,2.7,-0.04,0.294285714,0.108571429,-2.0,-1.142857143,-2.714285714,2.0,6.714285714,5.285714286,-6.771428571,-2.62038,-7.288761429,0.928571429,1.438571429,1.587142857,1.0,2.142857143,4.428571429,3.714285714,0.549814286,1.222385714,2.008871429,1.6518,5.571428571,17.14285714,23.0,18.14285714,55.42857143,96.71428571,141.8571429,110.1428571,43.33,155.5971429,233.0544811,199.9341077,10.35245714,17.88868571,35.52102857,28.72422857,1.428571429,2.857142857,2.0,0.545585714,0.8162,1.352142857,1.008828571,2.285714286,6.857142857,9.142857143,7.714285714,57.57142857,63.42857143,109.0,75.85714286,39.52,105.8971429,138.1679549,118.5768346,10.72274286,11.65714286,24.79017143,16.21371429,2.0,2.7,6.71,4.0,3.0,16.0,78.5,120.0,249.5,-5.665,-4.5,-10.465,9.5,17.0,22.0,26.0,6.59015,12.4861,16.779,14.7686,39.0,87.0,92.0,62.0,1281.5,2034.0,2421.0,1188.0,72.7646,119.352,157.2369,217.872,3.5,5.0,10.0,1.7161,3.38635,5.0435,8.3709,12.5,30.5,54.0,72.0,900.0,795.0,900.0,1515.0,2.7225,18.876,21.0375,44.49225,34.0,70.0,117.6,150.8,13.80212,32.86828,49.30408,54.33764,187.6,472.8,660.8,675.2,915.6,1928.8,2732.8,2658.4,229.22952,471.65044,784.23472,944.42788
LAVTIN,WS24s,train,0,2,0,0,0,6.87869,6.48693,6.87869,1791.86,1099.0,0.4753,0.291512825,0.4753,0.0,0.291514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.0,-6.0,-12.0,0.89,0.89,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5329,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.772,20.6056,17.544,5.52,5.28,10.8,24.0,18.0,42.0,360.0,372.0,732.0,-13.2,-7.86,-21.06,40.0,96.0,192.0,288.0,30.7944,84.7968,137.7216,192.72,288.0,768.0,1152.0,1536.0,20464.0,28416.0,28800.0,37632.0,368.1868,625.8048,1855.8144,2310.0288,6.0,6.0,12.0,2.7225,7.227,7.623,14.85,36.0,72.0,108.0,180.0,4624.0,3264.0,2448.0,5712.0,1.5376,25.5936,18.972,44.5656,18.0,36.0,54.0,66.0,8.9442,19.1268,27.591,31.0002,90.0,216.0,294.0,306.0,711.0,1260.0,1896.0,1944.0,144.0441,255.969,399.6456,462.213
WEHPOP,WS24s,train,0,1,0,0,0,6.42399,4.98934,6.39994,2932.11,3828.9,0.5789,0.755958281,0.5789,0.0,0.755958,0.0,-0.02,0.72,0.74,2.0,4.0,4.0,1.0,14.0,13.0,-5.7,-2.01422,1.88578,0.58,2.66,2.17,-0.02,-0.08,0.64,-2.0,-4.0,-4.0,1.0,4.0,18.0,-2.1,-12.0,-10.41422,0.4,1.78,4.26,1.0,3.0,4.0,3.0,0.5625,1.7025,1.71,1.1325,9.0,21.0,24.0,15.0,49.0,140.0,98.0,56.0,54.76,206.46,233.945228,150.325228,9.2416,25.9616,28.88,21.128,1.0,2.0,4.0,0.5329,0.5475,1.1242,1.6644,1.0,3.0,6.0,8.0,64.0,56.0,96.0,112.0,28.09,39.22,119.78,167.555366,11.8336,10.4576,17.544,32.68,2.88,2.76,5.28,24.0,18.0,36.0,120.0,126.0,264.0,-9.18,-6.78,-7.68,13.0,24.0,42.0,60.0,8.0365,17.1696,26.877,32.85,66.0,168.0,192.0,120.0,1462.0,3360.0,4272.0,3360.0,130.0993,204.336,424.6848,627.456,6.0,6.0,12.0,1.4641,5.2998,5.445,11.1804,36.0,72.0,108.0,216.0,784.0,1344.0,1176.0,2016.0,3.6481,39.4224,34.8384,58.446,22.0,46.0,72.0,92.0,9.215,22.0406,32.404,35.6292,118.0,294.0,408.0,412.0,594.0,1304.0,1784.0,1736.0,145.8954,310.6514,476.396,589.532
ValZnFor,WS14s,train,1,3,0,0,0,9.61569,9.50327,9.61569,1069.54,954.996,0.3412,0.304659178,0.3412,0.0,0.304659,0.0,-0.013333333,0.12,0.0,-0.666666667,0.0,0.0,0.666666667,2.333333333,0.0,-2.0,0.264296667,0.0,0.296666667,0.413333333,0.0,-0.04,0.406666667,0.28,-2.333333333,-1.166666667,-1.666666667,2.0,8.833333333,6.833333333,-6.6,-2.574961667,-3.539258333,0.92,1.818333333,1.538333333,0.333333333,0.333333333,0.666666667,0.0,0.177633333,0.187366667,0.267666667,0.0,0.333333333,1.0,0.666666667,0.0,21.33333333,16.0,24.0,0.0,9.363333333,19.96333333,17.32589433,0.0,3.944533333,2.924,6.4672,0.0,1.333333333,3.0,2.666666667,0.542766667,0.759733333,1.345166667,1.2624,2.0,6.666666667,9.333333333,9.666666667,59.0,60.0,102.1666667,94.5,36.98,95.67333333,144.1297393,140.4322013,10.9696,11.016,25.36906667,22.2224,2.86,3.78,10.08,13.0,12.0,42.0,112.0,168.0,360.0,-8.15,-6.3,-13.17,28.0,60.0,104.0,132.0,17.334,41.0804,68.0024,81.0236,164.0,420.0,624.0,684.0,2942.0,6168.0,8764.0,8864.0,224.7902,421.074,856.1788,1042.8704,5.0,7.0,14.0,1.7161,4.8339,7.0609,10.8206,25.0,60.0,115.0,140.0,900.0,1140.0,1260.0,1800.0,2.7225,27.06,29.4525,59.8455,29.0,58.0,100.0,124.0,10.6293,25.5178,37.6508,43.1892,158.0,388.0,522.0,556.0,636.0,1344.0,1844.0,1936.0,181.4379,371.229,627.1502,765.6034
DUXLEP,WS24s,train,1,4,1,1,1,3.97335,3.51717,3.97335,684.783,394.26,0.1618,0.093155543,0.1618,0.0,0.0931555,0.0,-0.026666667,-0.026666667,0.186666667,-1.333333333,-2.0,-4.0,1.333333333,1.333333333,7.333333333,-4.0,-4.0,-7.471406667,0.593333333,0.593333333,2.013333333,-0.046666667,0.333333333,0.56,-2.0,-0.333333333,-2.0,2.333333333,8.333333333,13.66666667,-7.9,-5.00711,-5.878516667,1.083333333,1.923333333,3.016666667,0.666666667,0.666666667,1.333333333,2.0,0.355266667,0.374733333,0.73,0.929533333,0.666666667,2.0,3.333333333,6.0,42.66666667,32.0,74.66666667,69.33333333,18.72666667,39.92666667,58.65333333,95.77845533,7.889066667,5.848,13.73706667,16.74133333,1.666666667,3.333333333,3.333333333,0.542766667,0.952233333,1.585,1.399533333,4.0,16.0,20.66666667,13.66666667,59.0,74.0,123.6666667,90.33333333,36.98,123.5466667,175.6259473,157.0044027,10.9696,13.6,28.17706667,26.01333333,2.88,3.78,8.92,13.0,11.0,31.0,111.0,168.0,343.0,-8.55,-6.3,-15.11,22.0,52.0,86.0,128.0,14.7494,37.526,59.9854,78.5024,150.0,412.0,550.0,640.0,2770.0,6096.0,8344.0,9120.0,183.622,370.266,728.8318,1056.96,5.0,7.0,14.0,1.7161,4.8077,7.0609,12.3402,25.0,60.0,120.0,195.0,900.0,1170.0,1260.0,2310.0,2.7225,27.72,29.4525,63.0465,29.0,67.0,120.0,167.0,12.6997,33.7183,53.6496,65.7903,217.0,711.0,998.0,1022.0,910.0,2052.0,3054.0,3372.0,208.3357,454.3335,805.2906,1073.3085
HEBHON,WS24s,train,1,3,0,0,0,2.36612,1.38002,2.36051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.144,0.06,0.2,1.0,0.4,1.6,2.8,2.0,-0.981422,-0.402844,-2.541422,0.364,0.532,0.56,-0.04,0.036,0.764,-2.0,-2.8,-1.6,2.0,3.2,16.8,-6.36,-5.781422,-3.355642,0.908,1.076,3.396,0.2,0.6,1.0,1.0,0.1125,0.2865,0.4545,0.5175,1.8,4.8,6.0,7.8,9.8,18.2,29.4,35.0,10.952,40.1185228,57.7410456,73.5665228,1.84832,4.4384,7.62432,7.5392,1.2,2.4,3.4,0.53882,0.68068,1.275,1.27934,1.6,4.8,8.0,8.0,61.0,55.2,117.6,72.2,33.424,81.36,121.4545228,139.5918612,11.3152,10.1184,22.7712,26.24,3.16,2.94,6.44,21.0,18.0,37.0,115.0,126.0,249.0,-8.96,-4.02,-11.34,20.0,48.0,92.0,120.0,13.3066,35.7896,62.1634,73.5224,152.0,456.0,686.0,624.0,2356.0,6180.0,9298.0,8244.0,172.2408,354.5728,854.298,996.4352,6.0,7.0,12.0,1.5876,5.544,7.4088,10.9368,36.0,90.0,144.0,210.0,729.0,1269.0,1701.0,2025.0,3.5344,38.0512,32.2984,63.732,28.0,57.33333333,93.33333333,118.0,11.23266667,26.75533333,39.07413333,43.47206667,150.6666667,372.0,504.0,546.0,703.3333333,1481.333333,2052.0,1966.666667,181.0967333,372.7853333,600.7384,736.5796667
