MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
LAZPEJ,train,1,3,0,0,0,2.83423,1.11083,2.83254,2.57769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026666666666666,-0.0026666666666666,-0.0053333333333333,0.0,-0.1333333333333333,-0.1333333333333333,-0.2666666666666666,0.0,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.0,-0.4000000000000001,-0.4000000000000001,-0.8000000000000002,0.0,0.0593333333333333,0.0593333333333333,0.1186666666666666,0.0,0.0,0.0,0.0,0.0,-0.0333333333333333,0.1684444444444443,0.1546666666666666,0.0,-1.6666666666666667,-1.1777777777777776,-2.066666666666667,0.0,1.6666666666666667,4.911111111111111,5.877777777777778,0.0,-5.48,-4.070458666666668,-6.488315444444448,0.0,0.7656666666666673,1.233444444444444,1.6307777777777768,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.1333333333333333,0.0355266666666666,0.0374733333333333,0.073,0.0749466666666666,0.0666666666666666,0.2,0.2666666666666666,0.4,4.266666666666667,3.2,7.466666666666667,6.4,1.8726666666666667,3.9926666666666666,5.865333333333334,7.985333333333333,0.7889066666666668,0.5847999999999999,1.3737066666666664,1.1695999999999998,1.0,1.1555555555555554,2.2666666666666666,2.0222222222222226,0.54146,0.6580933333333334,1.1140088888888888,0.9869577777777784,1.7555555555555555,5.133333333333334,6.822222222222222,6.533333333333335,59.68888888888889,52.13333333333333,92.8888888888889,72.73333333333333,36.30866666666667,82.61555555555553,117.03339413333336,115.44606461111114,11.083165555555558,9.567316666666668,19.980242222222223,16.244683333333334,0.0,0.0,0.0,0.0,0.0,3.973333333333334,4.346666666666666,14.021333333333336,0.0,22.53333333333333,19.866666666666667,69.06666666666666,0.0,166.13333333333333,212.9333333333333,616.2666666666667,0.0,-9.779999999999998,-5.318666666666664,-26.18533333333333,40.66666666666666,100.0,234.66666666666663,373.3333333333333,34.311466666666654,102.01826666666668,201.0906,299.0889333333334,361.3333333333333,1205.3333333333333,2182.6666666666665,3066.6666666666665,17814.0,40437.333333333336,78145.33333333333,86250.66666666667,321.8476000000001,609.996666666666,2057.878133333334,2641.1243999999992,1.0,5.599999999999999,7.733333333333333,17.333333333333332,2.35368,7.81664,12.30784,21.397759999999995,38.0,102.8,193.46666666666667,286.93333333333334,1944.6,3859.733333333333,6640.266666666666,8154.933333333333,2.68584,24.81906666666666,24.913306666666667,73.09426666666664,13.714285714285714,27.428571428571427,40.285714285714285,45.42857142857143,6.192,13.675200000000004,18.74254285714286,18.758028571428564,67.71428571428571,159.42857142857142,204.8571428571429,190.0,441.8571428571428,838.2857142857143,1145.142857142857,1049.7142857142858,98.82098571428573,187.425,281.54811428571435,300.59071428571434
BAFBOC,train,1,3,0,0,0,3.23748,1.74773,2.53596,1.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0265454545454545,0.4181818181818181,0.1614545454545454,0.0,-0.5818181818181818,1.2,-0.6181818181818182,0.0,2.2363636363636363,9.545454545454543,5.563636363636364,0.0,-6.456622181818181,-2.808661272727273,-4.803878181818183,0.0,0.9540000000000004,1.999636363636364,1.453090909090909,0.0,0.0,0.0,0.0,0.0,-0.0102857142857142,0.0805714285714285,0.1897142857142856,0.0,-0.4285714285714285,-0.6857142857142857,-0.8857142857142858,0.0,0.5142857142857142,1.6857142857142855,4.8,0.0,-1.5428571428571431,0.1040891428571431,-1.9469200000000004,0.0,0.2288571428571429,0.3125714285714284,1.0645714285714285,0.6,1.3272727272727274,2.436363636363636,1.8181818181818183,0.3256599999999999,0.7446818181818182,1.0121054545454544,0.8510472727272728,3.181818181818182,8.709090909090909,9.054545454545456,7.672727272727274,35.4,58.65454545454545,70.96363636363637,71.85454545454544,22.188,92.41918847272728,100.1323178909091,76.53328163636364,6.58176,10.987054545454544,20.048203636363635,16.517003636363636,1.0,0.8285714285714285,1.1142857142857143,1.3714285714285714,0.5397571428571426,0.46926,0.5517171428571428,0.5992000000000001,1.5142857142857142,3.314285714285714,3.4,3.171428571428572,60.8,38.4,50.05714285714286,46.17142857142858,39.47285714285714,57.37171428571429,51.46693554285715,60.22496171428571,11.224331428571428,7.008857142857141,10.263634285714284,11.957542857142858,0.0,0.0,0.0,0.0,0.0,9.42,3.64,9.93,0.0,78.0,27.0,74.0,0.0,574.0,236.0,544.0,0.0,-21.62,-5.799999999999999,-14.81,21.0,48.0,118.0,82.0,12.801999999999998,39.088,66.50300000000001,44.53120000000001,194.0,598.0,542.0,274.0,5077.0,10888.0,8688.0,4102.0,171.66039999999998,283.21000000000004,1107.9287999999997,643.2699999999999,1.0,10.0,4.0,9.0,2.8224,12.3984,5.1744,8.7192,100.0,220.0,130.0,160.0,4225.0,4940.0,1560.0,2665.0,1.2100000000000002,35.882,11.22,27.181000000000004,115.0,240.0,416.0,526.0,45.33549999999997,110.604,168.9992,215.959,662.0,1652.0,2286.0,2968.0,2908.0,6280.0,9228.0,11480.0,753.2851000000012,1585.9870000000008,2714.530799999998,3427.373599999999
IRMOF-1-39,train,0,2,0,0,0,15.06083,7.12985,15.06083,0.623317,2107.92,3381.78,0.7201,1.1552709135159156,0.7201,0.0,1.15527,0.0,3115.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999997,20.605599999999992,17.543999999999993,0.0,0.0,0.0,0.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,0.0,6.0,3.0,21.0,0.0,88.0,72.0,270.0,0.0,-7.159999999999998,-2.7,-18.81,23.0,56.0,96.0,132.0,17.3495,44.092000000000006,76.776,102.5796,152.0,416.0,720.0,864.0,4648.0,8832.0,18960.0,20160.0,203.7418,392.16,843.6659999999996,934.9920000000002,1.0,4.0,6.0,12.0,1.7161000000000004,3.8252,8.1744,11.6328,16.0,40.0,84.0,108.0,900.0,960.0,3240.0,2700.0,2.7225,22.704,20.79,63.706500000000005,19.0,38.0,60.0,70.0,8.2891,18.587800000000005,26.807600000000004,30.2422,98.0,234.0,316.0,346.0,586.0,1104.0,1618.0,1682.0,134.8969,254.54100000000008,403.5904000000001,459.602
IHOTEG,train,0,1,0,0,0,3.67577,2.49387,3.67577,1.28481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032,-0.032,0.8640000000000001,0.0,-1.6,-2.4,0.0,0.0,1.6,1.6,16.8,0.0,-4.800000000000001,-4.800000000000001,1.902936,0.0,0.7120000000000001,0.7120000000000001,2.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.6,2.4,0.5328999999999999,0.44968,0.8760000000000001,0.64824,0.8,2.4,4.0,2.4,64.0,38.4,89.6,19.2,28.09,47.912,70.384,57.3304392,11.8336,7.017599999999999,16.484479999999998,18.1632,0.0,0.0,0.0,0.0,0.0,4.7760000000000025,3.3839999999999995,13.704000000000004,0.0,26.4,19.6,76.8,0.0,32.8,33.2,99.6,0.0,-13.491999999999996,-6.307999999999999,-37.69199999999999,132.0,416.0,1032.0,1600.0,97.07879999999984,336.25599999999963,704.5416,1101.2256000000004,1672.0,6304.0,12144.0,17488.0,8648.0,29696.0,63808.0,94704.0,1133.141200000001,2417.663999999996,9176.608000000007,10801.382399999991,1.0,6.8,8.4,20.4,1.932099999999999,6.499639999999997,11.525879999999995,20.36628,46.4,136.8,256.8,421.2,144.0,585.6,811.2,1742.4,1.7161000000000004,29.343999999999987,22.67872,84.38495999999996,7.0,12.0,18.0,12.0,2.6623,5.143600000000001,5.845,3.2412,30.0,60.0,42.0,12.0,203.0,300.0,362.0,96.0,51.1922,81.75299999999999,121.4552,90.816
HIFVUO01,train,1,4,0,0,1,11.71295,3.29926,11.70944,0.83399,0.0,0.0,0.5537,0.6639168335351743,0.0,0.5537,0.0,0.663917,0.0,1319.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.7399999999999999,0.38,0.0,-2.0,1.0,1.0,0.0,2.0,13.0,6.0,0.0,-7.800000000000001,1.8857800000000005,2.89289,0.0,0.9800000000000004,2.17,0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.5625,1.155,1.6949999999999996,0.2774999999999999,4.0,12.0,14.0,2.0,49.0,84.0,105.0,7.0,54.76000000000001,167.24,205.08522800000003,33.352614,9.2416,15.504,30.3696,6.688,0.0,0.0,0.0,0.0,0.0,2.24,4.32,11.920000000000002,0.0,4.0,8.0,32.0,0.0,92.0,192.0,420.0,0.0,-5.560000000000001,-7.200000000000002,-13.560000000000008,13.0,24.0,36.0,48.0,8.7093,17.099999999999998,27.632400000000008,27.72,60.0,144.0,180.0,144.0,1384.0,2352.0,3756.0,2016.0,91.7089,164.16000000000005,230.2392,372.096,1.0,4.0,8.0,16.0,1.7161000000000002,3.93,8.069600000000001,11.8424,16.0,48.0,96.0,128.0,900.0,840.0,1440.0,1800.0,2.7225,20.064,33.66,65.93400000000001,8.0,16.0,22.0,14.0,3.3144,7.5152,9.166200000000002,3.662999999999999,38.0,84.0,96.0,34.0,209.0,444.0,490.0,78.0,52.51070000000001,108.681,151.44520000000003,81.31200000000001
YOZROW,train,0,1,0,0,0,5.20735,2.45586,5.19572,1.64785,0.0,0.0,0.099,0.0600782838243772,0.0,0.099,0.0,0.0600782,0.0,295.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.2399999999999999,0.26,0.0,-2.0,-1.5,-0.5,0.0,2.0,6.75,5.75,0.0,-6.9,-5.705332500000001,-1.8053325000000005,0.0,0.9350000000000004,1.6875000000000004,1.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,3.0,0.5477,0.8585500000000001,1.4775,1.4623,2.5,7.5,11.0,8.5,56.5,66.0,113.75,120.25,41.425,113.565,173.52946050000003,142.46446050000003,10.5376,12.137999999999998,25.0088,26.4184,0.0,0.0,0.0,0.0,0.0,2.9533333333333336,3.920000000000001,8.240000000000002,0.0,22.0,24.0,50.66666666666666,0.0,110.66666666666669,168.0,294.6666666666667,0.0,-8.106666666666667,-5.359999999999999,-9.906666666666668,164.0,432.0,904.0,1376.0,109.37679999999988,306.1183999999996,601.2231999999991,895.68,1336.0,3872.0,6984.0,9600.0,17556.0,45168.0,72776.0,98784.0,1316.903999999997,3052.6303999999977,7485.846400000004,10654.307200000005,1.0,6.0,8.0,13.333333333333334,1.5876,5.804400000000001,7.7616,10.785600000000002,36.0,84.0,144.0,176.0,729.0,1386.0,1296.0,1764.0,3.5343999999999984,36.44693333333333,38.35199999999999,65.74986666666666,12.0,24.0,34.0,34.0,5.565999999999999,12.1352,16.021,14.4938,58.0,132.0,158.0,132.0,409.0,780.0,1034.0,906.0,89.18289999999999,169.779,249.0782,244.6086
TIFBEP,train,0,1,0,0,0,3.9057,3.37463,3.9057,3.49139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0395378151260504,-0.0407142857142857,-0.0254201680672268,0.0,-3.01890756302521,-0.703781512605042,1.226890756302521,0.0,1.976890756302521,2.035714285714286,1.2710084033613445,0.0,-5.085126050420169,-5.314537815126052,-2.258067226890756,0.0,0.941638655462185,0.9704621848739498,0.6804621848739496,0.0,0.0,0.0,0.0,0.0,-0.028235294117647,-0.028235294117647,0.0729411764705883,0.0,-1.411764705882353,-3.764705882352941,-3.941176470588236,0.0,1.411764705882353,1.411764705882353,-3.647058823529412,0.0,-4.341176470588236,-4.341176470588236,5.551764705882353,0.0,0.6335294117647061,0.6335294117647061,-1.972352941176471,0.7058823529411765,1.403361344537815,3.1365546218487395,1.4600840336134455,0.3599361344537816,0.7431079831932773,1.6183586134453782,0.7637262605042017,2.955182072829132,12.486694677871148,14.03921568627451,3.1407563025210083,54.90126050420168,91.88655462184872,231.4705882352941,101.5966386554622,12.597872268907569,44.8266268907563,71.09338403361345,36.44743277310924,10.700700000000005,17.65136008403361,44.925617226890765,19.291573109243693,1.0,1.0,1.411764705882353,3.764705882352941,0.5504999999999998,0.5711588235294118,0.776470588235294,1.954729411764706,1.0,2.411764705882353,5.176470588235294,7.705882352941177,55.64705882352941,44.47058823529412,77.41176470588235,269.29411764705884,54.6629411764706,78.63470588235295,66.76588235294116,78.37682352941175,10.27428235294118,8.118000000000002,14.245035294117642,51.19397647058823,0.0,0.0,0.0,0.0,0.0,1.2125,1.1475000000000002,2.18875,0.0,-0.25,-1.25,-5.125,0.0,89.0,92.25,164.875,0.0,-2.8525000000000014,-1.395000000000001,-4.459999999999999,8.857142857142858,16.571428571428573,21.142857142857142,17.142857142857142,7.108114285714287,11.980457142857144,16.598828571428573,11.474800000000004,40.285714285714285,92.28571428571428,83.42857142857143,53.71428571428572,4778.428571428572,2819.1428571428573,7128.571428571428,2448.0,74.72745714285713,130.8499714285714,188.72174285714289,157.33877142857142,1.0,2.25,3.25,5.125,1.638399999999999,2.1343999999999994,3.855999999999999,5.595200000000001,5.25,12.875,21.0,40.875,2209.0,787.25,2843.5,3572.0,3.724900000000002,13.886349999999997,14.798275,27.697912500000005,8.545454545454545,19.818181818181817,31.63636363636364,18.727272727272727,4.580781818181819,10.820890909090911,16.64265454545455,9.78449090909091,66.72727272727273,196.3636363636364,152.36363636363637,40.72727272727273,549.4545454545455,1124.909090909091,2147.2727272727275,1309.090909090909,105.0643818181818,212.8434545454545,412.8522545454545,248.61267272727275
RUWXOX,train,1,3,0,0,0,2.73403,1.13401,2.72845,1.72404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,1.3,0.3199999999999999,0.0,-1.5,7.0,0.0,0.0,2.5,22.5,9.0,0.0,-8.850000000000001,5.175115000000003,-5.207110000000001,0.0,1.1800000000000004,3.63,2.1300000000000003,0.0,0.0,0.0,0.0,0.0,-0.0225,0.1624999999999999,-0.005,0.0,-1.125,-1.375,-3.5,0.0,1.125,4.375,3.375,0.0,-3.3750000000000004,-1.7785550000000006,-7.400888750000002,0.0,0.500625,0.986875,1.2675000000000003,0.75,2.0,5.0,2.0,0.4144749999999999,1.1473,1.8071,0.8322,5.5,19.5,18.0,8.0,40.5,87.0,100.5,56.0,34.4025,155.375,196.234149,83.777683,7.579200000000001,16.014,37.40880000000001,16.339999999999996,1.0,0.875,1.5,1.625,0.5366499999999998,0.4937625000000001,0.688225,0.8826125,1.25,3.0,3.875,6.625,62.25,41.25,57.5,71.25,34.315,56.64125000000001,64.0113415,104.676292875,11.50040625,7.533656249999998,13.6891625,13.5755625,0.0,0.0,0.0,0.0,0.0,10.48,8.16,11.96,0.0,94.0,68.0,102.0,0.0,543.0,418.0,616.0,0.0,-23.96,-10.899999999999997,-19.46,78.0,172.0,404.0,456.0,34.97900000000002,109.52920000000002,201.3747999999999,214.90159999999992,632.0,1932.0,2452.0,2400.0,8670.0,22384.0,23556.0,19616.0,550.3262000000001,1052.1400000000008,3422.1195999999995,3293.3160000000016,1.0,11.0,8.0,12.0,2.8561,13.705900000000002,9.0584,14.060799999999997,121.0,297.0,220.0,330.0,3249.0,4788.0,2166.0,3876.0,1.2100000000000002,39.666,21.67,35.926,29.0,60.0,92.0,116.0,13.5821,30.76920000000001,44.94680000000001,51.06440000000002,152.0,372.0,516.0,548.0,995.0,1932.0,2880.0,2996.0,214.2527,413.967,650.6165999999998,793.088
LIQFIC,train,1,3,0,0,0,2.73096,1.38601,2.72206,1.82761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599999999999999,1.2399999999999998,0.26,0.0,0.5,10.0,1.75,0.0,4.5,19.25,5.75,0.0,-4.403555000000001,9.476892500000002,-2.7053325000000004,0.0,1.1550000000000002,2.6525,1.2425000000000002,0.0,0.0,0.0,0.0,0.0,-0.06,0.3199999999999999,0.2599999999999999,0.0,-2.0,-2.0,-6.5,0.0,3.0,9.0,12.0,0.0,-9.000000000000002,-4.3071100000000015,-14.207110000000004,0.0,1.3350000000000004,2.085,3.4650000000000007,0.5,2.0,4.5,2.5,0.28125,1.005,1.6012499999999998,1.2112500000000002,8.0,30.0,32.0,33.0,24.5,66.5,85.75,82.25,27.380000000000003,142.10630700000002,176.29099550000004,156.9194605,4.6208,14.972,33.5236,19.3268,1.0,1.5,3.0,3.5,0.5328999999999999,0.8431500000000001,1.3650999999999998,1.67535,2.5,7.5,12.0,22.0,64.0,72.0,120.0,128.0,28.09,89.835,107.097683,173.612683,11.8336,13.157999999999998,28.3284,29.498,0.0,0.0,0.0,0.0,0.0,3.96,3.72,9.76,0.0,21.0,18.0,49.0,0.0,102.0,114.0,262.0,0.0,-11.34,-5.999999999999999,-19.62,40.0,96.0,184.0,272.0,27.872800000000005,75.6864,129.92560000000006,174.616,304.0,912.0,1372.0,1536.0,4356.0,11904.0,17924.0,20352.0,350.3219999999999,676.992,1718.716399999999,2220.8639999999987,1.0,6.0,7.0,14.0,1.9321,6.088199999999999,8.353899999999998,13.483,36.0,90.0,144.0,210.0,625.0,1200.0,1525.0,2200.0,2.4025000000000003,31.992,26.1175,64.046,35.0,77.0,136.0,177.0,14.0067,34.597300000000004,53.27920000000001,65.8513,225.0,618.0,898.0,1039.0,936.0,1972.0,2916.0,3176.0,236.44620000000003,516.8874999999999,898.953,1117.2947
ARUHUS,train,1,4,1,1,0,18.84439,11.02909,18.84439,0.389439,1864.98,4788.89,0.7408,1.9022234547644177,0.7408,0.0,1.90223,0.0,86314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999997,20.605599999999992,17.543999999999993,0.0,0.0,0.0,0.0,0.0,5.981538461538465,2.843076923076924,17.79692307692307,0.0,37.84615384615385,16.615384615384617,115.3846153846154,0.0,236.30769230769232,125.53846153846152,716.3076923076923,0.0,-15.58153846153846,-4.504615384615381,-43.45846153846151,51.5,144.0,390.0,510.0,40.1159,134.9040000000001,283.29900000000004,421.5750000000005,570.0,1920.0,3828.0,5184.0,12944.0,33024.0,70272.0,89760.0,480.0366499999998,860.2752000000003,3968.330399999998,3466.4879999999994,1.0,7.384615384615385,7.384615384615385,22.15384615384616,2.3716000000000004,8.301784615384625,13.13501538461538,25.13280000000001,55.38461538461539,132.92307692307693,293.53846153846155,382.1538461538461,1600.0,2363.076923076923,6793.846153846154,6793.846153846154,1.768900000000001,33.786092307692286,19.05378461538462,96.98769230769224,101.0,216.0,340.0,456.0,44.8109,107.8615999999999,161.18919999999997,195.64880000000005,556.0,1400.0,2036.0,2344.0,2740.0,6048.0,8816.0,9920.0,646.2013000000005,1383.7320000000002,2175.5708000000013,2813.204
ATAYEB,train,1,3,0,0,0,10.55898,5.7781,10.15347,0.825883,2063.94,2499.07,0.6134,0.7427202158174946,0.6134,0.0,0.74272,0.0,4302.36,0.0,0.0,0.0,0.0,0.0,0.0,0.2066666666666666,-0.0933333333333334,0.3466666666666665,0.0,-0.6666666666666666,-2.6666666666666665,-2.6666666666666665,0.0,6.333333333333333,4.666666666666667,16.0,0.0,-4.411406666666667,-12.68,-16.302813333333333,0.0,1.6766666666666667,2.233333333333334,4.933333333333334,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,1.0,1.6666666666666667,2.6666666666666665,4.0,0.5235666666666666,0.7419666666666666,1.45,1.8492,3.6666666666666665,7.666666666666667,10.666666666666666,17.333333333333332,70.33333333333333,54.66666666666666,154.0,140.0,27.5784,78.28307600000001,121.42106666666668,190.3181218666667,13.6408,13.808666666666667,29.260266666666663,35.54266666666667,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.6,2.439999999999999,5.039999999999999,0.0,8.0,4.0,12.0,0.0,84.0,92.0,176.0,0.0,-6.159999999999999,-2.6,-8.76,14.0,32.0,48.0,64.0,10.443599999999998,25.112000000000005,34.054399999999994,43.0992,80.0,192.0,256.0,320.0,2338.0,4480.0,4832.0,6016.0,127.89879999999998,244.9279999999999,456.19520000000006,525.632,1.0,4.0,4.0,8.0,1.9043999999999992,4.029600000000001,4.2504,8.28,16.0,32.0,48.0,80.0,841.0,928.0,696.0,1624.0,3.61,26.144,19.38,45.524,43.0,90.0,144.0,190.0,20.246700000000008,46.46300000000002,71.796,87.58700000000003,234.0,586.0,856.0,1016.0,1525.0,2920.0,4708.0,5160.0,327.04619999999994,625.0840000000002,1032.7116000000003,1304.6050000000002
