MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
YOYZUJ,train,0,2,0,0,0,17.06667,7.18296,17.06667,0.779611,1612.95,2068.92,0.5585,0.7163829140430291,0.5585,0.0,0.716383,0.0,13436.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0599999999999999,2.22,2.28,0.0,-3.0,9.0,12.0,0.0,3.0,39.0,36.0,0.0,-11.700000000000005,5.65734,17.357340000000004,0.0,1.4700000000000006,6.509999999999998,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,7.0,0.5625,1.7325,3.3975000000000004,2.227499999999999,9.0,36.0,54.0,27.0,49.0,126.0,168.0,91.0,54.76000000000001,250.8600000000001,450.9756840000001,254.875684,9.241599999999996,23.256000000000004,63.384000000000015,49.369600000000005,0.0,0.0,0.0,0.0,0.0,2.12,6.120000000000002,27.960000000000026,0.0,0.0,0.0,72.0,0.0,160.0,492.0,1596.0,0.0,-4.439999999999999,-7.439999999999999,-13.920000000000003,578.0,1496.0,2856.0,4216.0,374.108799999996,974.2631999999912,1988.796000000028,2778.276000000036,4352.0,12512.0,22848.0,31552.0,96458.0,138448.0,313752.0,368968.0,4036.524199999996,10574.5304,19418.18880000001,29555.73760000025,1.0,4.0,12.0,36.0,1.638399999999999,3.8400000000000025,11.827200000000005,23.193600000000025,16.0,64.0,192.0,288.0,2209.0,1316.0,3384.0,4512.0,3.7249000000000017,23.46879999999999,59.058,160.96200000000013,20.0,42.0,84.0,110.0,6.3252,17.325000000000006,29.1852,31.86059999999999,126.0,336.0,516.0,498.0,326.0,864.0,1260.0,1010.0,115.57820000000004,266.6790000000001,524.2859999999998,642.4651999999998
AVIPEB,train,0,1,0,0,0,1.83005,0.90427,1.82866,1.78965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0133333333333333,0.0373333333333333,-0.0253333333333333,0.0,-0.6666666666666666,-0.5333333333333333,-1.2666666666666666,0.0,0.6666666666666666,1.4666666666666668,1.2666666666666666,0.0,-2.120000000000001,-1.7342813333333336,-3.98,0.0,0.3026666666666667,0.4146666666666667,0.5726666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3999999999999999,0.7999999999999999,0.7333333333333334,0.5348733333333332,0.2268933333333333,0.4059999999999999,0.4152866666666666,0.5333333333333333,1.6,2.1333333333333333,2.8000000000000003,63.0,18.4,36.4,34.0,29.868,27.12,39.05768186666668,48.665333333333336,11.660800000000002,3.3728,7.420159999999999,6.2288,0.0,0.0,0.0,0.0,0.0,4.6,6.5600000000000005,3.28,0.0,32.0,40.0,20.0,0.0,29.0,68.0,34.0,0.0,-14.509999999999998,-8.520000000000001,-4.26,16.0,34.0,64.0,92.0,8.611199999999998,23.229000000000003,36.9672,37.818000000000005,106.0,306.0,392.0,272.0,725.0,1936.0,3340.0,2464.0,127.3293,223.76960000000005,562.6442,738.1119999999999,1.0,7.0,8.0,4.0,1.9321,7.130699999999999,6.3384,3.1692,49.0,119.0,112.0,56.0,144.0,660.0,336.0,168.0,1.7161000000000002,31.0208,24.89,12.445,15.0,30.0,44.0,50.0,7.2551,15.630999999999998,21.814,22.8998,74.0,174.0,228.0,216.0,560.0,1020.0,1460.0,1428.0,116.6135,212.874,324.19039999999995,351.08399999999995
IZENOS,train,1,3,0,0,0,10.43238,5.53005,6.33936,0.957959,1153.05,1203.66,0.472,0.4927141975804809,0.3125,0.1595,0.326214,0.1665,3305.95,1687.36,0.0,0.0,0.0,0.0,0.0,-0.02,-0.06,0.6799999999999998,0.0,-1.0,-3.0,-2.0,0.0,1.0,3.0,16.0,0.0,-3.9,-11.7,-9.81422,0.0,0.4900000000000002,1.4700000000000006,3.640000000000001,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,1.0,2.0,3.0,6.0,0.5625,1.14,1.7325,2.865,4.0,10.0,18.0,28.0,49.0,91.0,126.0,182.0,54.76,138.38,250.86000000000004,401.18522800000005,9.2416,16.9936,23.256,44.38400000000001,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,3.12,1.920000000000001,7.120000000000002,0.0,24.0,12.0,54.0,0.0,108.0,80.0,260.0,0.0,-9.659999999999998,-2.879999999999997,-18.980000000000004,25.0,60.0,132.0,168.0,16.771299999999997,46.34040000000002,86.83080000000001,115.45680000000004,192.0,528.0,906.0,1056.0,3268.0,8640.0,14328.0,17664.0,238.39929999999995,437.1552,1339.1166000000003,1325.0879999999995,1.0,6.0,6.0,14.0,1.5625,5.474999999999998,6.974999999999998,12.975,36.0,72.0,144.0,180.0,676.0,1248.0,1976.0,2704.0,3.3489000000000004,37.771200000000015,25.3638,81.61799999999995,32.0,66.0,100.0,126.0,15.696,34.82020000000001,50.740400000000015,58.63020000000003,166.0,404.0,560.0,598.0,1192.0,2258.0,3368.0,3584.0,246.232,465.2432,722.7847999999999,877.715
ROGRAH,train,0,2,0,0,0,1.88805,1.25469,1.88805,3.13425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.2799999999999998,0.0,-2.0,-3.0,-6.0,0.0,2.0,2.0,11.0,0.0,-6.000000000000001,-6.000000000000001,-11.207110000000002,0.0,0.8900000000000005,0.8900000000000005,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.5328999999999998,0.5621,1.0950000000000002,1.3942999999999997,1.0,3.0,5.0,9.0,64.0,48.0,112.0,104.0,28.09,59.88999999999999,87.98,143.66768300000004,11.8336,8.771999999999997,20.605599999999992,25.112,0.0,0.0,0.0,0.0,0.0,3.75,4.053333333333334,9.063333333333333,0.0,14.0,13.0,26.666666666666668,0.0,200.0,227.3333333333333,502.6666666666667,0.0,-8.75,-4.353333333333333,-17.429999999999996,48.0,116.0,224.0,344.0,34.660200000000025,93.96559999999998,165.13840000000005,229.3660000000001,340.0,956.0,1632.0,2092.0,15924.0,25408.0,44420.0,45824.0,422.20019999999977,830.4159999999998,2064.657599999999,2697.2352000000005,1.0,5.0,6.666666666666667,12.333333333333334,2.1904,5.402,8.603733333333333,13.6012,25.666666666666668,60.333333333333336,111.0,179.66666666666666,2304.0,1920.0,4448.0,4288.0,2.8561,29.068,26.3978,64.68193333333333,30.0,60.0,108.0,174.0,14.331,31.13880000000001,51.48599999999999,73.68300000000002,168.0,456.0,720.0,888.0,1206.0,2088.0,3432.0,4308.0,249.07319999999987,433.9079999999999,788.5811999999997,1203.1530000000002
UMCM-1,train,0,1,0,0,0,23.91631,23.2081,23.91042,0.389887,1721.73,4415.98,0.8158,2.092401131609928,0.8158,0.0,2.0924,0.0,21310.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621000000000003,1.0949999999999998,1.1242000000000003,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.090000000000007,59.89000000000002,87.98,119.78000000000004,11.833599999999995,8.771999999999997,20.605599999999992,17.543999999999993,0.0,0.0,0.0,0.0,0.0,2.319999999999997,1.6200000000000003,6.839999999999995,0.0,-2.8823529411764706,3.0,10.823529411764708,0.0,88.0,72.0,270.0,0.0,-7.160000000000006,-2.700000000000001,-18.80999999999997,27.5,92.0,177.0,213.0,25.07195000000001,78.5188,196.6803,180.0398999999999,358.0,1434.0,2479.333333333333,2420.0,8698.0,17472.0,72420.0,39600.0,215.99304999999995,596.496,1104.2834999999998,1394.7480000000005,1.0,4.0,10.764705882352942,12.0,1.7160999999999988,3.8251999999999975,16.35111176470588,11.632799999999987,16.0,75.52941176470587,160.23529411764707,148.7058823529412,900.0,960.0,7528.235294117648,2700.0,2.722499999999998,22.70399999999998,33.761911764705864,63.70650000000001,34.285714285714285,72.0,113.14285714285714,148.28571428571428,15.329142857142868,36.036000000000016,53.785028571428576,63.31242857142859,185.1428571428572,462.8571428571428,668.5714285714286,751.7142857142857,1018.2857142857144,2098.285714285714,3106.285714285714,3330.8571428571427,233.2599428571428,473.1634285714286,749.7519428571428,938.5247142857144
UKUCAF,train,1,3,0,0,0,7.2141,4.4286,5.95506,1.05667,1039.06,983.334,0.3346,0.3166551525074053,0.3346,0.0,0.316656,0.0,1197.97,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.5999999999999999,0.5199999999999998,0.0,-3.0,-2.0,-6.0,0.0,4.0,20.0,24.0,0.0,-12.000000000000002,-16.414220000000004,-28.414220000000004,0.0,1.7800000000000002,5.15,6.9300000000000015,0.0,0.0,0.0,0.0,0.0,-0.04,0.72,0.74,0.0,-2.0,0.0,1.0,0.0,2.0,14.0,13.0,0.0,-7.800000000000001,-2.01422,1.8857800000000005,0.0,0.9800000000000004,2.66,2.17,1.0,2.0,5.0,7.0,0.5328999999999999,1.1242,2.2265,3.3507000000000007,4.0,14.0,24.0,40.0,64.0,96.0,160.0,256.0,28.09,119.78,227.44536600000004,347.225366,11.8336,17.543999999999997,41.452,58.996,1.0,2.0,4.0,3.0,0.5625,1.155,1.71,1.1324999999999998,4.0,12.0,16.0,10.0,49.0,84.0,98.0,56.0,54.760000000000005,167.24,233.94522800000004,150.325228,9.2416,15.504,28.880000000000003,21.128,0.0,0.0,0.0,0.0,0.0,2.52,5.700000000000001,11.04,0.0,20.0,34.0,64.0,0.0,102.0,220.0,376.0,0.0,-6.040000000000001,-6.0,-7.920000000000002,17.0,32.0,58.0,100.0,10.9354,23.45040000000001,43.202,58.80240000000001,90.0,248.0,340.0,264.0,1727.0,3976.0,5880.0,5264.0,115.5136,211.8592,394.9712,712.3359999999999,1.0,6.0,10.0,16.0,1.5876,6.3504000000000005,8.694,11.4912,36.0,96.0,156.0,192.0,729.0,1620.0,1350.0,1512.0,3.5344,32.5616,46.624,71.44,57.0,120.0,196.0,248.0,22.489700000000017,55.62480000000004,81.65159999999997,93.68079999999998,316.0,784.0,1112.0,1232.0,1376.0,3168.0,4328.0,4624.0,363.0233,793.7640000000005,1298.5460000000005,1606.852
VASGII,train,1,4,1,0,1,8.62589,6.17623,8.61156,1.08027,1534.97,1420.91,0.4411,0.4083238449646847,0.4411,0.0,0.408323,0.0,2848.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0228571428571428,-0.0228571428571428,0.1828571428571428,0.0,-1.1428571428571428,-1.1428571428571428,-1.1428571428571428,0.0,1.1428571428571428,1.1428571428571428,5.142857142857143,0.0,-3.4285714285714293,-3.4285714285714293,-2.9754914285714293,0.0,0.5085714285714287,0.5085714285714287,1.2171428571428569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.1428571428571428,1.1428571428571428,0.5328999999999998,0.3212,0.6257142857142857,0.4755428571428572,0.5714285714285714,1.7142857142857142,2.2857142857142856,2.2857142857142856,64.0,27.428571428571427,64.0,32.0,28.090000000000003,34.22285714285714,50.27428571428572,47.87296171428572,11.8336,5.012571428571428,11.774628571428568,9.337142857142856,0.0,0.0,0.0,0.0,0.0,4.14,4.7,9.499999999999998,0.0,22.0,22.0,50.0,0.0,246.0,268.0,582.0,0.0,-9.959999999999996,-3.92,-19.680000000000003,54.0,132.0,288.0,456.0,36.021600000000035,104.85719999999992,198.00119999999995,278.21759999999995,420.0,1236.0,2220.0,2856.0,16764.0,30624.0,57156.0,58368.0,481.0883999999997,952.7424,2763.9312000000004,3537.6959999999995,1.0,6.0,8.0,14.0,2.0164000000000004,6.2196,9.4572,14.739599999999998,36.0,84.0,156.0,204.0,2401.0,2352.0,6076.0,5096.0,3.1684,36.73919999999999,32.32479999999999,79.388,39.0,78.0,126.0,150.0,15.923100000000003,36.636600000000016,52.831800000000015,63.47580000000002,204.0,486.0,654.0,846.0,1047.0,2052.0,2958.0,3198.0,260.64660000000003,507.654,811.1255999999996,951.87
VOPVIH,train,1,3,0,0,0,3.39073,0.90914,3.39073,1.71122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549999999999999,-0.045,0.225,0.0,-1.0,-1.5,-1.25,0.0,3.5,2.25,7.5,0.0,-5.726777500000001,-7.425000000000001,-6.830332500000001,0.0,1.1225000000000005,1.035,1.9650000000000003,0.0,0.0,0.0,0.0,0.0,-0.0366666666666666,0.3399999999999999,0.2733333333333333,0.0,-2.0,-1.3333333333333333,-2.5,0.0,1.8333333333333333,8.0,7.166666666666666,0.0,-6.550000000000001,-4.30711,-4.839258333333334,0.0,0.8683333333333336,1.7900000000000005,1.7016666666666669,1.0,1.5,2.5,3.5,0.5403,0.7797000000000001,1.3949000000000005,1.7415000000000005,3.0,7.5,11.0,13.25,60.25,58.75,127.5,144.5,34.7575,95.0656535,141.28750000000002,172.42822775000002,11.1856,12.127,23.538599999999995,30.947,1.0,1.5,3.0,2.833333333333333,0.5526333333333333,0.8611166666666668,1.4125,1.3684833333333333,2.5,7.5,10.333333333333334,10.333333333333334,54.0,65.0,100.33333333333334,97.33333333333334,45.870000000000005,117.52,174.172614,164.783845,10.1056,11.967999999999998,23.892533333333333,22.502133333333333,0.0,0.0,0.0,0.0,0.0,3.86,2.45,5.780000000000001,0.0,21.0,15.0,38.0,0.0,130.0,105.0,216.0,0.0,-6.080000000000002,-3.35,-7.780000000000001,12.0,26.0,42.0,46.0,7.0167,16.147399999999998,22.1428,21.637,82.0,240.0,222.0,114.0,1137.0,2200.0,2484.0,1452.0,87.87729999999999,173.62559999999996,306.1722,338.64,1.0,6.0,5.0,10.0,1.5876,4.662,4.851,8.593200000000001,36.0,90.0,90.0,132.0,729.0,864.0,810.0,1458.0,3.5344,32.636799999999994,23.97,49.9704,20.0,40.66666666666666,61.333333333333336,74.66666666666667,9.1652,20.508066666666675,29.20453333333333,31.694400000000005,102.0,246.0,328.0,324.0,652.6666666666666,1265.3333333333333,1808.0,1811.3333333333333,144.43186666666668,279.81233333333336,428.9364,508.1477333333333
HIFHIP,train,1,3,0,0,0,6.22837,5.01134,6.22667,1.73522,682.161,393.126,0.1788,0.1030416892382522,0.1788,0.0,0.103042,0.0,571.728,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319999999999999,-0.0319999999999999,-0.0639999999999999,0.0,-1.6,-1.6,-3.2,0.0,1.6,1.6,3.2,0.0,-4.800000000000001,-4.800000000000001,-9.6,0.0,0.7120000000000001,0.7120000000000001,1.4240000000000002,0.0,0.0,0.0,0.0,0.0,-0.0319999999999999,-0.0319999999999999,-0.0639999999999999,0.0,-1.6,-1.6,-3.2,0.0,1.6,1.6,3.2,0.0,-4.800000000000001,-4.800000000000001,-9.6,0.0,0.7120000000000001,0.7120000000000001,1.4240000000000002,0.8,0.8,1.6,1.6,0.4263199999999999,0.44968,0.876,0.89936,0.8,2.4,3.2,4.8,51.2,38.4,89.6,76.8,22.472,47.912,70.384,95.824,9.46688,7.017599999999999,16.484479999999998,14.035199999999998,1.0,0.8,1.6,1.6,0.5328999999999999,0.44968,0.876,0.89936,0.8,2.4,3.2,4.8,64.0,38.4,89.6,76.8,28.09,47.912,70.384,95.824,11.8336,7.017599999999999,16.484479999999998,14.035199999999998,0.0,0.0,0.0,0.0,0.0,1.1833333333333331,0.8933333333333332,1.84,0.0,0.0,-1.6666666666666667,-0.6666666666666666,0.0,123.3333333333333,101.33333333333331,200.0,0.0,-1.85,-0.293333333333333,-1.7733333333333328,30.666666666666668,63.333333333333336,100.0,126.0,14.578966666666672,32.302000000000014,45.93613333333335,55.11286666666667,163.33333333333334,401.3333333333333,574.0,686.0,7521.333333333333,3786.6666666666665,3672.0,4176.0,200.15043333333327,412.9573333333335,637.9423999999999,788.1042666666666,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.0735999999999994,1.7519999999999996,1.4784,2.8800000000000003,3.0,5.333333333333333,7.0,9.333333333333334,6724.0,1093.3333333333333,656.0,1530.6666666666667,5.4289,13.358666666666666,7.922,18.60893333333333,42.0,88.0,144.0,182.0,17.365800000000007,42.072800000000015,63.40320000000003,76.66300000000001,232.0,576.0,832.0,990.0,1064.0,2304.0,3412.0,3824.0,267.8294,561.8160000000001,909.4804,1127.9269999999997
ZASJAG,train,1,3,0,0,0,8.3258,8.06587,8.3258,1.20593,1124.82,932.746,0.3877,0.3214946141152471,0.3877,0.0,0.321496,0.0,541.114,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.06,0.2899999999999999,0.0,-2.0,-3.0,-3.5,0.0,2.0,3.0,10.5,0.0,-6.9,-10.8,-12.857110000000002,0.0,0.9350000000000004,1.4250000000000005,2.9550000000000005,0.0,0.0,0.0,0.0,0.0,-0.04,0.1499999999999999,0.1249999999999999,0.0,-2.0,-1.5,-2.75,0.0,2.0,5.0,6.25,0.0,-6.45,-5.003555,-8.528555,0.0,0.9125000000000002,1.3325,1.8775,1.0,1.5,3.0,4.5,0.5477,0.85855,1.7025,2.2833500000000004,2.5,7.5,14.0,20.0,56.5,66.0,140.0,160.0,41.425,113.565,211.23,302.292614,10.5376,12.137999999999998,25.8068,34.84,1.0,1.25,2.5,2.25,0.5403,0.7103250000000001,1.2487499999999998,1.126275,1.75,5.25,7.0,7.0,60.25,57.0,108.5,86.0,34.7575,86.72749999999999,124.471307,127.416307,11.1856,10.454999999999998,22.674199999999995,18.44,0.0,0.0,0.0,0.0,0.0,3.73,4.26,10.21,0.0,12.0,12.0,36.0,0.0,201.0,252.0,547.0,0.0,-8.35,-5.159999999999998,-14.529999999999998,18.0,40.0,72.0,96.0,13.4464,33.09160000000001,56.7182,60.54600000000001,116.0,328.0,480.0,416.0,5378.0,8400.0,14224.0,8352.0,147.21699999999998,280.848,610.1454,787.5871999999997,1.0,5.0,7.0,13.0,2.1904,5.4316,9.028,13.3644,25.0,65.0,115.0,145.0,2304.0,1872.0,4032.0,3696.0,2.8561,28.392000000000003,28.7131,61.685,44.0,94.0,148.0,192.0,19.40280000000001,46.73900000000002,69.80040000000002,81.75600000000001,242.0,606.0,876.0,988.0,1232.0,2688.0,3932.0,4244.0,289.6376,614.3970000000003,971.1763999999998,1213.4900000000002
JUC-110,train,1,4,0,0,1,6.30729,3.80174,6.21606,1.30833,450.08,344.012,0.2467,0.1885609899643056,0.1681,0.0786,0.128485,0.0600767,759.081,354.93,0.0,0.0,0.0,0.0,0.0,0.1499999999999999,0.1499999999999999,0.52,0.0,0.0,-0.5,0.0,0.0,5.0,5.0,11.5,0.0,-5.453555000000001,-5.453555000000001,-2.7106650000000005,0.0,1.3550000000000002,1.3550000000000002,2.35,0.0,0.0,0.0,0.0,0.0,-0.04,0.4599999999999999,0.7266666666666666,0.0,-2.6666666666666665,-2.333333333333333,-1.0,0.0,2.0,10.333333333333334,13.666666666666666,0.0,-7.2,-4.642813333333334,-0.1142199999999998,0.0,0.9500000000000004,2.233333333333334,2.466666666666667,1.0,2.0,3.0,3.5,0.5477,0.9973,1.545,1.53735,5.0,12.0,17.5,15.5,56.5,69.5,126.0,108.5,41.425,130.241307,171.66630700000002,164.0414555,10.5376,15.482,26.0196,28.583600000000004,1.0,1.6666666666666667,4.0,4.666666666666667,0.5526333333333333,0.9573666666666668,1.885,2.0524,3.0,10.333333333333334,17.666666666666668,16.333333333333332,54.0,72.0,133.0,144.66666666666666,45.870000000000005,131.45666666666668,231.4168186666667,224.6069176666667,10.1056,13.259999999999998,31.7864,37.88346666666666,0.0,0.0,0.0,0.0,0.0,4.420000000000001,9.32,17.52,0.0,18.0,36.0,76.0,0.0,244.0,514.0,874.0,0.0,-8.899999999999999,-9.619999999999996,-17.159999999999997,19.0,40.0,78.0,120.0,11.709,28.171600000000005,53.13900000000001,61.63920000000002,118.0,336.0,530.0,440.0,2990.0,5260.0,8260.0,4372.0,138.1947,276.23720000000003,565.9460000000001,935.0739999999998,1.0,6.0,12.0,20.0,2.1904,6.6008,12.491199999999996,17.8784,36.0,108.0,216.0,264.0,2304.0,2112.0,2976.0,4128.0,2.8561,32.1776,50.531000000000006,86.1224,19.0,40.0,70.0,82.0,7.861899999999999,19.081200000000003,29.845400000000005,31.062200000000004,110.0,278.0,396.0,384.0,534.0,1142.0,1704.0,1586.0,130.7895,273.8330000000001,475.2414,545.4716000000001
